"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"mmu04916","mmu04916","Melanogenesis - Mus musculus (house mouse)",51,0.483293377521495,1.60413516929,0.00877931188625718,0.0314180281066635,0.0181130655967161,2169,"tags=41%, list=20%, signal=33%","Plcb1/Adcy7/Fzd7/Tcf7l2/Calm1/Raf1/Gnaq/Mitf/Prkcb/Map2k1/Camk2g/Dvl1/Kras/Adcy4/Creb3l2/Mapk3/Prkacb/Plcb3/Calml4/Crebbp/Adcy9"
"mmu04912","mmu04912","GnRH signaling pathway - Mus musculus (house mouse)",64,0.450243623854316,1.56181058633898,0.00857736265495015,0.0314180281066635,0.0181130655967161,1674,"tags=27%, list=15%, signal=23%","Plcb1/Adcy7/Ptk2b/Calm1/Raf1/Itpr1/Gnaq/Prkcb/Itpr3/Map2k1/Camk2g/Kras/Adcy4/Pld1/Cacna1d/Mapk3/Prkacb"
"mmu05140","mmu05140","Leishmaniasis - Mus musculus (house mouse)",59,0.450408736026471,1.54020316840482,0.00873564784483491,0.0314180281066635,0.0181130655967161,2221,"tags=34%, list=20%, signal=27%","C3/Fcgr4/Itgb1/Itgb2/Ncf1/Eef1a1/Ptpn6/Prkcb/Nfkb1/Fcgr1/H2-Ob/Fos/Jak2/Nfkbia/H2-DMa/Mapk3/H2-Eb1/Tab2/Itga4/Ifngr1"
"mmu04935","mmu04935","Growth hormone synthesis, secretion and action - Mus musculus (house mouse)",76,0.427441167445942,1.52351432844192,0.00879704786986578,0.0314180281066635,0.0181130655967161,2169,"tags=36%, list=20%, signal=29%","Plcb1/Adcy7/Raf1/Itpr1/Gnaq/Prkcb/Stat5b/Itpr3/Stat3/Map2k1/Pik3cd/Socs3/Fos/Jak2/Kras/Adcy4/Akt1/Creb3l2/Crk/Cacna1d/Mapk3/Prkacb/Plcb3/Akt3/Pik3r2/Crebbp/Adcy9"
"mmu04920","mmu04920","Adipocytokine signaling pathway - Mus musculus (house mouse)",47,0.489509196960609,1.59853959323635,0.00932350930292256,0.0329363100374982,0.0189883827908491,2431,"tags=40%, list=22%, signal=32%","Cd36/Rxra/Ptpn11/Camkk2/Tnfrsf1b/Nfkb1/Stat3/Socs3/Jak2/Acsl5/Acsl4/Akt1/Nfkbia/Nfkbie/Chuk/Akt3/Cpt1a/Adipor1/Pck2"
"mmu04973","mmu04973","Carbohydrate digestion and absorption - Mus musculus (house mouse)",22,0.603078477815702,1.69438828504884,0.00975116519805852,0.0334377224063051,0.0192774561565095,2160,"tags=55%, list=20%, signal=44%","Plcb1/Atp1a1/Prkcb/Pik3cd/Hk2/Hk1/Akt1/Cacna1d/Hk3/Plcb3/Akt3/Pik3r2"
"mmu04512","mmu04512","ECM-receptor interaction - Mus musculus (house mouse)",37,0.516093693975671,1.60829169631719,0.0095923255950728,0.0334377224063051,0.0192774561565095,2175,"tags=46%, list=20%, signal=37%","Fn1/Cd36/Thbs1/Itga1/Itgb1/Agrn/Col4a2/Vwf/Itga5/Itgav/Itgb7/Itgb5/Itgb3/Col4a1/Itga3/Cd47/Itga4"
"mmu04713","mmu04713","Circadian entrainment - Mus musculus (house mouse)",48,0.48898344247687,1.60374989400349,0.00997987407203566,0.0334377224063051,0.0192774561565095,2169,"tags=46%, list=20%, signal=37%","Plcb1/Adcy7/Calm1/Gng2/Itpr1/Gnaq/Ryr1/Gngt2/Prkcb/Itpr3/Camk2g/Gnb1/Fos/Adcy4/Cacna1d/Mapk3/Prkacb/Nos1ap/Plcb3/Gng10/Calml4/Adcy9"
"mmu04612","mmu04612","Antigen processing and presentation - Mus musculus (house mouse)",56,0.451391326049687,1.5186113527274,0.00984098914459183,0.0334377224063051,0.0192774561565095,1915,"tags=30%, list=18%, signal=25%","Ctsb/H2-Q6/H2-K1/H2-Q7/Ifi30/H2-Q4/H2-D1/B2m/H2-T24/H2-Ob/Tap2/Hspa8/Ctsl/H2-DMa/H2-T10/H2-Eb1/Calr"
"mmu05016","mmu05016","Huntington disease - Mus musculus (house mouse)",237,0.319644014482112,1.33375408349961,0.0098815648904776,0.0334377224063051,0.0192774561565095,2722,"tags=34%, list=25%, signal=26%","Tgm2/Plcb1/Hip1/Pparg/Dnah12/Ap2a2/Map3k5/Itpr1/Gnaq/Psma7/Clta/Slc25a4/Slc25a5/Cox4i1/Polr2a/Gpx3/Atp5f1c/Dnah8/Sod1/Tbpl1/Apaf1/Casp8/Sem1/Atp5pb/Ndufa10/Klc4/Cox8a/Creb3l2/Atp5pd/Ern1/Ift57/Psma4/Sdhd/Klc2/Dlg4/Ndufa13/Ndufa8/Plcb3/Cox7a2l/ND5/Vdac2/Atp5mc1/Atp5po/Sin3a/COX1/Ap2s1/Ndufb3/Ndufs8/Atp5f1d/Sp1/Ndufb10/Ndufb11/Psmb1/Gpx1/Psmb4/Crebbp/Cox7b/Cox5b/Atp5mc3/Ndufb5/Cltb/Atg13/Bbc3/Ndufb1/Uqcrq/Ndufs2/Cox6c/Psmd8/Ndufc2/Ap2b1/Ndufa1/Uqcr11/Vdac1/Cox6b1/Ndufa6/Cltc/Ndufb9/Htt/Dctn3/Ndufa2/Rest"
"mmu05332","mmu05332","Graft-versus-host disease - Mus musculus (house mouse)",28,0.568771005032871,1.69100348915892,0.0104511565348456,0.03465944769209,0.0199818030419175,3308,"tags=61%, list=30%, signal=42%","H2-Q6/H2-K1/H2-Q7/H2-Q4/H2-D1/H2-T24/H2-Ob/H2-DMa/H2-T10/H2-Eb1/Fas/H2-Eb2/Il1b/Tnf/H2-Oa/H2-Aa/H2-Ab1"
"mmu05415","mmu05415","Diabetic cardiomyopathy - Mus musculus (house mouse)",159,0.351817179579101,1.4167246126851,0.01090875090113,0.0358115559885581,0.0206460144646586,2799,"tags=43%, list=26%, signal=32%","Plcb1/Cd36/Ppp1cb/Pten/Tgfbr1/Ace/Slc25a4/Ncf1/Slc25a5/Cox4i1/Atp5f1c/Insr/Tgfbr2/Smad3/Prkcb/Nfkb1/Parp1/Pik3cd/Mpc1/Camk2g/Atp5pb/Ndufa10/Rac1/Cox8a/Pdha1/Akt1/Atp5pd/Sdhd/Ndufa13/Ndufa8/Plcb3/Cox7a2l/Ppp1ca/ND5/Vdac2/Atp5mc1/Atp5po/COX1/Akt3/Ndufb3/Ndufs8/Gfpt1/Atp5f1d/Sp1/Ndufb10/Ndufb11/Ptpa/Pik3r2/Cox7b/Cox5b/Atp5mc3/Ndufb5/Ndufb1/Uqcrq/Ndufs2/Cox6c/Pdk3/Ndufc2/Ndufa1/Uqcr11/Vdac1/Atp2a3/Cox6b1/Ndufa6/Ndufb9/Ndufa2/Mapk11/Rela"
"mmu04924","mmu04924","Renin secretion - Mus musculus (house mouse)",36,0.507898900629271,1.56936252466885,0.0112573305906066,0.0365863244194715,0.0210926825802945,1850,"tags=42%, list=17%, signal=35%","Plcb1/Ctsb/Adrb1/Calm1/Kcnj2/Itpr1/Gnaq/Ace/Adrb2/Itpr3/Ppp3r1/Cacna1d/Prkacb/Pde1b/Plcb3"
"mmu04940","mmu04940","Type I diabetes mellitus - Mus musculus (house mouse)",28,0.566809580218101,1.68517201009942,0.0116541476767133,0.0372363221360148,0.0214674181059454,3308,"tags=61%, list=30%, signal=42%","H2-Q6/H2-K1/H2-Q7/H2-Q4/H2-D1/H2-T24/H2-Ob/H2-DMa/H2-T10/H2-Eb1/Fas/H2-Eb2/Il1b/Tnf/H2-Oa/H2-Aa/H2-Ab1"
"mmu01522","mmu01522","Endocrine resistance - Mus musculus (house mouse)",65,0.43196687130347,1.50377826125959,0.0116864764857646,0.0372363221360148,0.0214674181059454,2169,"tags=43%, list=20%, signal=35%","Notch1/Adcy7/Bcl2/Cdkn1b/Raf1/E2f2/Rb1/Jag1/Carm1/Map2k1/Pik3cd/Fos/Bad/Kras/Adcy4/Akt1/Mapk3/Ncor1/Prkacb/Ccnd1/Notch2/Esr1/Araf/Ncoa3/Akt3/Sp1/Pik3r2/Adcy9"
"mmu04917","mmu04917","Prolactin signaling pathway - Mus musculus (house mouse)",47,0.477895631344973,1.56061437227929,0.0119006888857074,0.0375507173578145,0.0216486726791611,2160,"tags=38%, list=20%, signal=31%","Ccnd2/Socs6/Raf1/Nfkb1/Stat5b/Stat3/Map2k1/Pik3cd/Socs3/Fos/Jak2/Kras/Akt1/Mapk3/Ccnd1/Esr1/Akt3/Pik3r2"
"mmu04936","mmu04936","Alcoholic liver disease - Mus musculus (house mouse)",95,0.395027693070446,1.4715067844959,0.012049519834659,0.0376547494833095,0.0217086490948311,2323,"tags=35%, list=21%, signal=28%","C3/Tcf7l2/Map3k5/Aldh2/Aldh1b1/Camkk2/Acox3/Map3k14/Scd1/Traf3/C4b/Nfkb1/Ikbke/Cd14/Acadm/C5ar1/Casp8/Aldh3a2/Irf3/Il17ra/Lbp/Akt1/Nfkbia/Ccnd1/Chuk/Akt3/Fas/Scd2/Tab2/Aldh9a1/Lpin1/Cpt1a/Adipor1"
"mmu05221","mmu05221","Acute myeloid leukemia - Mus musculus (house mouse)",61,0.435217763646924,1.50497713320047,0.0122848620189297,0.0380245729157348,0.0219218590412982,2001,"tags=41%, list=18%, signal=34%","Jup/Bcl2a1d/Cebpa/Tcf7l2/Bcl2a1a/Zbtb16/Raf1/Nfkb1/Cd14/Stat5b/Stat3/Fcgr1/Map2k1/Pik3cd/Spi1/Bcl2a1b/Csf1r/Bad/Kras/Akt1/Mapk3/Ccnd1/Araf/Chuk/Akt3"
"mmu04915","mmu04915","Estrogen signaling pathway - Mus musculus (house mouse)",68,0.433850667722331,1.52788234990166,0.0131226898516601,0.0402346622810332,0.0231960158251787,2169,"tags=41%, list=20%, signal=33%","Plcb1/Adcy7/Bcl2/Calm1/Raf1/Itpr1/Gnaq/Itpr3/Map2k1/Pik3cd/Fos/Kras/Ncoa2/Adcy4/Akt1/Hspa8/Creb3l2/Mapk3/Prkacb/Ebag9/Esr1/Plcb3/Ncoa3/Akt3/Calml4/Sp1/Pik3r2/Adcy9"
"mmu05320","mmu05320","Autoimmune thyroid disease - Mus musculus (house mouse)",29,0.541150078518795,1.6058841179463,0.0133984938465307,0.0406963598142288,0.0234621928645594,2045,"tags=38%, list=19%, signal=31%","H2-Q6/H2-K1/H2-Q7/H2-Q4/H2-D1/H2-T24/H2-Ob/H2-DMa/H2-T10/H2-Eb1/Fas"
"mmu00480","mmu00480","Glutathione metabolism - Mus musculus (house mouse)",38,0.49569097878572,1.5512168776839,0.0137645156335958,0.0414209961196171,0.0238799588964918,1147,"tags=24%, list=11%, signal=21%","Idh1/Mgst1/Pgd/Gpx4/Gpx3/Idh2/Rrm1/Prdx6/Gstm1"
"mmu04923","mmu04923","Regulation of lipolysis in adipocytes - Mus musculus (house mouse)",28,0.55747631921758,1.65742344911889,0.0140601347372044,0.0419224200879949,0.0241690389495161,2340,"tags=57%, list=22%, signal=45%","Adcy7/Adrb1/Fabp4/Adrb2/Insr/Pik3cd/Abhd5/Adcy4/Akt1/Lipe/Prkacb/Ptgs1/Akt3/Pik3r2/Adcy9/Pde3b"
"mmu00564","mmu00564","Glycerophospholipid metabolism - Mus musculus (house mouse)",68,0.426948254584399,1.50357427343715,0.0150502974142106,0.0444667878147132,0.0256359132988468,2336,"tags=37%, list=22%, signal=29%","Agpat4/Dgkh/Agpat3/Sgms2/Lpcat4/Lpgat1/Sgms1/Gpd2/Cds1/Chpt1/Gpcpd1/Mboat7/Lpcat2/Dgkz/Pcyt1a/Pld1/Cept1/Dgkg/Phospho1/Pcyt2/Dgka/Plpp2/Lpin1/Pnpla6/Pld3"
"mmu00970","mmu00970","Aminoacyl-tRNA biosynthesis - Mus musculus (house mouse)",44,-0.466143691459957,-1.5064987272935,0.0158323612726897,0.0463560127353527,0.026725085884673,3787,"tags=55%, list=35%, signal=36%","Nars2/Cars1/Lars2/Wars1/Aars2/Mtfmt/Yars1/Hars2/Tars3/Kars1/Sepsecs/Farsa/Wars2/Dars1/Pstk/Vars2/Tars2/Mars1/Hars1/Farsb/Gars1/Yars2/Lars1/Cars2"
"mmu00561","mmu00561","Glycerolipid metabolism - Mus musculus (house mouse)",42,0.47421982855718,1.50202819027494,0.016018406150556,0.0464819821333099,0.0267977095375843,421,"tags=19%, list=4%, signal=18%","Agpat4/Dgkh/Lpl/Agpat3/Akr1a1/Gk/Aldh2/Aldh1b1"
"mmu05146","mmu05146","Amoebiasis - Mus musculus (house mouse)",54,0.447682920361172,1.50445750488774,0.016442119698595,0.0472892823189679,0.0272631328025143,1036,"tags=20%, list=10%, signal=19%","Fn1/Plcb1/Itgb2/Serpinb6a/Gnaq/Col4a2/Actn4/Prkcb/Nfkb1/Cd14/Pik3cd"
"mmu05220","mmu05220","Chronic myeloid leukemia - Mus musculus (house mouse)",68,0.422652013998151,1.48844429750068,0.017136413242,0.0481073339602226,0.0277347544774724,2001,"tags=38%, list=18%, signal=31%","Cdkn1b/Raf1/Tgfbr1/E2f2/Ptpn11/Rb1/Tgfbr2/Smad3/Bcr/Nfkb1/Stat5b/Map2k1/Pik3cd/Bad/Kras/Cdk6/Akt1/Nfkbia/Crk/Mapk3/Gadd45g/Ccnd1/Gab2/Araf/Chuk/Akt3"
"mmu01521","mmu01521","EGFR tyrosine kinase inhibitor resistance - Mus musculus (house mouse)",58,0.431325284814445,1.46441284251147,0.0171706176596487,0.0481073339602226,0.0277347544774724,2001,"tags=41%, list=18%, signal=34%","Met/Bcl2/Pten/Raf1/Pdgfb/Bcl2l11/Prkcb/Gab1/Stat3/Map2k1/Pik3cd/Hgf/Jak2/Bad/Kras/Nf1/Akt1/Mapk3/Pdgfrb/Araf/Rps6/Axl/Nrg1/Akt3"
"mmu04919","mmu04919","Thyroid hormone signaling pathway - Mus musculus (house mouse)",92,0.389406905474799,1.44277747964483,0.0170274008705715,0.0481073339602226,0.0277347544774724,2179,"tags=34%, list=20%, signal=27%","Plcb1/Notch1/Atp1a1/Rcan1/Raf1/Rxra/Prkcb/Actg1/Itgav/Map2k1/Pik3cd/Pfkl/Bad/Hif1a/Kras/Ncoa2/Akt1/Itgb3/Mapk3/Ncor1/Prkacb/Ccnd1/Notch2/Esr1/Plcb3/Sin3a/Ncoa3/Akt3/Pik3r2/Crebbp/Pfkm"
"mmu00330","mmu00330","Arginine and proline metabolism - Mus musculus (house mouse)",28,0.546662904895562,1.6252742692443,0.0173787463585535,0.0482742954404264,0.0278310108126183,1397,"tags=32%, list=13%, signal=28%","Aldh2/Cndp2/Aldh1b1/Aldh18a1/Smox/Azin2/P4ha1/Aldh3a2/Maob"
"mmu05152","mmu05152","Tuberculosis - Mus musculus (house mouse)",135,0.354763873853344,1.39024559609814,0.0178785908992198,0.049241881713953,0.0283888419273964,3318,"tags=50%, list=31%, signal=35%","C3/Itgax/Fcgr4/Bcl2/Itgb2/Calm1/Raf1/Lamp1/Lamp2/Ripk2/Clec7a/Apaf1/Tlr9/Atp6v0c/Nfkb1/Cd14/Il18/Fcgr1/H2-Ob/Casp8/Camk2g/Ksr1/Tcirg1/Rhoa/Ppp3r1/Jak2/Cebpb/Bad/Lbp/Akt1/H2-DMa/Sphk2/Mapk3/H2-Eb1/Fcer1g/Akt3/Il10ra/Calml4/Crebbp/Fcgr2b/Ifngr1/Atp6v0a1/Tlr2/Lsp1/Malt1/Irak2/Ppp3ca/H2-Eb2/Mapk11/Rela/Tnfrsf1a/Il1b/Tlr1/Cd209c/Cebpg/Nfyb/Ppp3cb/Clec4e/Rab7/Cycs/Tnf/Cd74/Fcgr3/H2-Oa/H2-Aa/H2-Ab1/Coro1a"
"mmu04081","mmu04081","Hormone signaling - Mus musculus (house mouse)",60,0.433634367760829,1.49259856678088,0.0200943784755448,0.0548796050802693,0.0316390921596371,1888,"tags=38%, list=17%, signal=32%","Plcb1/Adcy7/Adrb1/Gng2/Gnaq/Adrb2/Gngt2/Sstr4/Insr/Itgav/Stat5b/Stat3/Pik3cd/Gnb1/Rhoa/Jak2/Ramp1/Adcy4/Itgb3/Prkacb/Esr1/Plcb3/Gng10"
"mmu04926","mmu04926","Relaxin signaling pathway - Mus musculus (house mouse)",75,0.398695276139578,1.4190584015054,0.0205785803665217,0.0557336551593297,0.0321314675898322,2169,"tags=37%, list=20%, signal=30%","Plcb1/Adcy7/Gng2/Raf1/Tgfbr1/Vegfc/Col4a2/Gngt2/Tgfbr2/Acta2/Nfkb1/Map2k1/Pik3cd/Gnb1/Fos/Kras/Adcy4/Akt1/Creb3l2/Nfkbia/Mapk3/Prkacb/Col4a1/Plcb3/Gng10/Akt3/Pik3r2/Adcy9"
"mmu05226","mmu05226","Gastric cancer - Mus musculus (house mouse)",82,0.399135850762561,1.45029511453088,0.0209392930769223,0.0562419028925599,0.0324244816676135,1830,"tags=33%, list=17%, signal=28%","Met/Jup/Fzd7/Bcl2/Tcf7l2/Cdkn1b/Raf1/Tgfbr1/Rxra/E2f2/Rb1/Tgfbr2/Smad3/Gab1/Map2k1/Pik3cd/Hgf/Dvl1/Cdh1/Kras/Akt1/Mapk3/Gadd45g/Ccnd1/Abcb1b/Lrp6/Araf"
"mmu05032","mmu05032","Morphine addiction - Mus musculus (house mouse)",37,0.489996825201427,1.52696658454112,0.0217470996845019,0.0579328475201896,0.0333993420521255,2428,"tags=49%, list=22%, signal=38%","Adcy7/Grk3/Gng2/Pde7b/Gngt2/Prkcb/Pde4b/Gnb1/Pde8a/Adcy4/Prkacb/Pde1b/Gng10/Grk2/Pde7a/Adcy9/Pde3b/Grk5"
"mmu04270","mmu04270","Vascular smooth muscle contraction - Mus musculus (house mouse)",65,0.40731049072422,1.41794360221609,0.0219923181940941,0.0581097838461835,0.0335013490675973,2169,"tags=42%, list=20%, signal=33%","Plcb1/Adcy7/Ppp1cb/Arhgef1/Calm1/Raf1/Itpr1/Gnaq/Prkch/Acta2/Prkcb/Myh9/Itpr3/Map2k1/Rhoa/Ramp1/Adora2a/Adcy4/Cacna1d/Mapk3/Prkacb/Araf/Plcb3/Ppp1ca/Calml4/Calcrl/Adcy9"
"mmu05231","mmu05231","Choline metabolism in cancer - Mus musculus (house mouse)",70,0.406662770487484,1.44280877152427,0.0227082839883312,0.0595176798081262,0.0343130267395837,2205,"tags=37%, list=20%, signal=30%","Dgkh/Slc44a2/Raf1/Pdgfb/Chpt1/Prkcb/Gpcpd1/Map2k1/Pik3cd/Dgkz/Rac1/Fos/Pcyt1a/Hif1a/Kras/Akt1/Pld1/Mapk3/Pdgfrb/Dgkg/Akt3/Dgka/Plpp2/Sp1/Pik3r2/Slc22a4"
"mmu00785","mmu00785","Lipoic acid metabolism - Mus musculus (house mouse)",12,-0.659276524283388,-1.57952571399474,0.0238352533349976,0.0603140221343542,0.0347721325989151,1147,"tags=42%, list=11%, signal=37%","Lipt2/Bckdhb/Dbt/Ogdh/Lias"
"mmu04961","mmu04961","Endocrine and other factor-regulated calcium reabsorption - Mus musculus (house mouse)",30,0.519983761063056,1.55375285815501,0.0236466428308243,0.0603140221343542,0.0347721325989151,2277,"tags=43%, list=21%, signal=34%","Plcb1/Atp1a1/Atp2b1/Ap2a2/Gnaq/Clta/Prkcb/Prkacb/Esr1/Plcb3/Ap2s1/Adcy9/Cltb"
"mmu04640","mmu04640","Hematopoietic cell lineage - Mus musculus (house mouse)",60,0.426472171712839,1.46794580779539,0.0239078478351728,0.0603140221343542,0.0347721325989151,1575,"tags=27%, list=14%, signal=23%","Cd9/Cd36/Itga1/Cd33/Il3ra/Itga5/Cd22/Cd14/Fcgr1/H2-Ob/Cd19/Csf1r/Ms4a1/Cd37/Itgb3/H2-DMa"
"mmu03022","mmu03022","Basal transcription factors - Mus musculus (house mouse)",38,-0.469910400697988,-1.46514398789109,0.024116242219837,0.0603140221343542,0.0347721325989151,2322,"tags=39%, list=21%, signal=31%","Taf11/Gtf2h4/Taf9/Gtf2h5/Taf5l/Gtf2f1/Taf4/Gtf2b/Gtf2e1/Taf8/Taf4b/Cdk7/Taf2/Taf12/Taf6l"
"mmu03460","mmu03460","Fanconi anemia pathway - Mus musculus (house mouse)",42,-0.45571650062187,-1.46298090545015,0.0236902263374382,0.0603140221343542,0.0347721325989151,2102,"tags=31%, list=19%, signal=25%","Fancb/Fancf/Wdr48/Poli/Mus81/Telo2/Ercc1/Brip1/Rev1/Atrip/Ercc4/Fance/Top3a"
"mmu04932","mmu04932","Non-alcoholic fatty liver disease - Mus musculus (house mouse)",129,0.354824498494496,1.3813808424286,0.0241256088537417,0.0603140221343542,0.0347721325989151,3303,"tags=48%, list=30%, signal=34%","Pparg/Cebpa/Map3k5/Rxra/Nr1h3/Bcl2l11/Cox4i1/Insr/Nfkb1/Pik3cd/Socs3/Casp8/Ndufa10/Gsk3a/Rac1/Fos/Cox8a/Akt1/Ern1/Sdhd/Ndufa13/Ndufa8/Cox7a2l/COX1/Akt3/Ndufb3/Ndufs8/Fas/Ndufb10/Ndufb11/Pik3r2/Cox7b/Cox5b/Ndufb5/Ndufb1/Adipor1/Uqcrq/Ndufs2/Cox6c/Ndufc2/Ndufa1/Uqcr11/Cox6b1/Ndufa6/Ndufb9/Ndufa2/Mapk11/Rela/Ddit3/Tnfrsf1a/Il1b/Map3k11/Eif2ak3/Ndufa4/Cycs/Adipor2/Tnf/Uqcrh/Mlxip/Uqcrfs1/Cox6b2/Prkab1"
"mmu04960","mmu04960","Aldosterone-regulated sodium reabsorption - Mus musculus (house mouse)",23,0.54698792283891,1.54898966688624,0.024582666120843,0.060987530452473,0.0351604224147051,1641,"tags=35%, list=15%, signal=30%","Scnn1a/Atp1a1/Insr/Prkcb/Pik3cd/Kras/Sgk1/Mapk3"
"mmu04934","mmu04934","Cushing syndrome - Mus musculus (house mouse)",87,0.387612100549627,1.42634037081492,0.0248388296345578,0.0611562093275096,0.0352576688592606,1699,"tags=32%, list=16%, signal=27%","Plcb1/Adcy7/Fzd7/Tcf7l2/Cdkn1b/Rap1b/Itpr1/Gnaq/Nr4a1/E2f2/Rb1/Ahr/Nceh1/Rbbp5/Itpr3/Map2k1/Kmt2a/Rap1a/Camk2g/Dvl1/Pde8a/Cdk6/Adcy4/Creb3l2/Cacna1d/Mapk3/Prkacb/Ccnd1"
"mmu04070","mmu04070","Phosphatidylinositol signaling system - Mus musculus (house mouse)",81,0.391806244696581,1.42077847652736,0.0273208398731035,0.0667614508177342,0.0384891926981593,2181,"tags=31%, list=20%, signal=25%","Plcb1/Dgkh/Calm1/Pten/Itpr1/Cds1/Prkcb/Inpp1/Impa2/Itpr3/Pik3cd/Dgkz/Pip4p1/Ip6k3/Pip4k2c/Ipmk/Itpkb/Dgkg/Pi4k2a/Plcb3/Pip4k2a/Dgka/Calml4/Pik3r2/Inppl1"
"mmu04660","mmu04660","T cell receptor signaling pathway - Mus musculus (house mouse)",94,0.385056762018633,1.4282289116118,0.0282687850612966,0.0685623518277716,0.0395274449403833,2192,"tags=32%, list=20%, signal=26%","Cblb/Fyn/Nfatc3/Rasgrp1/Raf1/Ptpn11/Map3k14/Ptpn6/Nfkb1/Ppp2r5c/Map3k8/Map2k1/Pik3cd/Rhoa/Fos/Ppp3r1/Nfatc1/Kras/Akt1/Dlg1/Nfkbia/Lcp2/Mapk3/Grap2/Nfkbie/Ppp2r1b/Chuk/Akt3/Pik3r2/Vav3"
"mmu00520","mmu00520","Amino sugar and nucleotide sugar metabolism - Mus musculus (house mouse)",33,0.477314031102072,1.45064548169152,0.0291422291979771,0.0701572184395745,0.040446914598362,2077,"tags=45%, list=19%, signal=37%","Hexa/Gnpnat1/Gnpda1/Hexb/Amdhd2/Gpi1/Pgm2/Uxs1/Hk2/Hk1/Galk2/Gne/Hk3/Gfpt1/Gmppa"
"mmu04750","mmu04750","Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse)",55,0.431019600956893,1.4490605266712,0.0313223965419914,0.0747498951524424,0.0430946763955781,2169,"tags=35%, list=20%, signal=28%","Plcb1/Adcy7/Ppp1cb/Calm1/Itpr1/Gnaq/Prkch/Prkcb/Itpr3/Pik3cd/Camk2g/Trpv4/Adcy4/Prkacb/Plcb3/Ppp1ca/Calml4/Pik3r2/Adcy9"
"mmu04115","mmu04115","p53 signaling pathway - Mus musculus (house mouse)",57,0.425850905202958,1.43746585509627,0.0315099558027219,0.0747498951524424,0.0430946763955781,1699,"tags=26%, list=16%, signal=22%","Cd82/Thbs1/Bcl2/Ccnd2/Pten/Sesn3/Zfp385a/Mdm4/Apaf1/Steap3/Casp8/Cdk6/Shisa5/Gadd45g/Ccnd1"
"mmu04918","mmu04918","Thyroid hormone synthesis - Mus musculus (house mouse)",36,0.465671250585837,1.4388828339255,0.0324824853028059,0.0759482570029634,0.0437855538349068,2169,"tags=39%, list=20%, signal=31%","Plcb1/Atp1a1/Adcy7/Itpr1/Gnaq/Gpx3/Prkcb/Itpr3/Adcy4/Creb3l2/Prkacb/Plcb3/Gpx1/Adcy9"
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis - Mus musculus (house mouse)",101,0.366872398394385,1.38496732138034,0.0324222000202192,0.0759482570029634,0.0437855538349068,2870,"tags=42%, list=26%, signal=31%","Bcl2/Mgst1/Calm1/Map3k5/Pecam1/Pdgfb/Mef2c/Ncf1/Nfe2l2/Thbd/Actg1/Itgav/Nfkb1/Pik3cd/Ccl2/Gstm1/Mef2a/Sqstm1/Rhoa/Rac1/Fos/Trpv4/Akt1/Txn2/Ctsl/Itgb3/Keap1/Cav2/Chuk/Akt3/Calml4/Pik3r2/Klf2/Hsp90aa1/Icam1/Ptk2/Map2k6/Mapk11/Rela/Tnfrsf1a/Gpc1/Il1b"
"mmu04623","mmu04623","Cytosolic DNA-sensing pathway - Mus musculus (house mouse)",62,0.41219658920044,1.42635805247622,0.0352885463825886,0.0813388480449738,0.0468933277797744,2870,"tags=44%, list=26%, signal=32%","Mefv/Ifi204/Sting1/Samhd1/Rigi/Mlkl/Cxcl10/Nfkb1/Ikbke/Il18/Irf7/Casp8/Nlrp3/Irf3/Trex1/Nfkbia/Polr3b/Gsdmd/Chuk/Aim2/Mavs/Pcbp1/G3bp1/Polr1d/Polr3c/Rela/Il1b"
"mmu04925","mmu04925","Aldosterone synthesis and secretion - Mus musculus (house mouse)",57,0.42017862229202,1.41831898255168,0.0351109903262823,0.0813388480449738,0.0468933277797744,1674,"tags=32%, list=15%, signal=27%","Plcb1/Atp1a1/Adcy7/Atp2b1/Calm1/Itpr1/Gnaq/Nr4a1/Camk1/Prkd2/Prkcb/Itpr3/Camk2g/Adcy4/Creb3l2/Lipe/Cacna1d/Prkacb"
